0	13.373635	52.507871
0	13.373587	52.50792
0	13.373616	52.507942
1	13.376644	52.510582
1	13.376646	52.51063
1	13.376612	52.51056
2	13.388608	52.519614
2	13.388637	52.519585
2	13.388687	52.519658
3	13.379716	52.516578
3	13.379769	52.516616
3	13.379776	52.516598
4	13.356854	52.547674
4	13.356794	52.547712
4	13.356801	52.547732
5	13.334679	52.550925
5	13.334645	52.550926
5	13.334667	52.550882
6	13.395735	52.538883
6	13.395769	52.538891
6	13.395762	52.538868
7	13.411599	52.520197
7	13.411542	52.520235
7	13.411566	52.520258
8	13.410276	52.520286
8	13.410207	52.520279
8	13.41027	52.52027
9	13.389972	52.511098
9	13.389933	52.511099
9	13.389932	52.511119
10	13.389711	52.511417
10	13.389668	52.511399
10	13.389705	52.51148
11	13.377141	52.50828
11	13.377214	52.508298
11	13.377164	52.508269
12	13.383206	52.530667
12	13.383194	52.530672
12	13.383173	52.530719
13	13.398809	52.523361
13	13.398815	52.523353
13	13.398832	52.523383
14	13.270994	52.50911
14	13.270942	52.509055
14	13.270997	52.509094
15	13.323944	52.475274
15	13.32397	52.475256
15	13.323936	52.475311
16	13.406027	52.545681
16	13.406073	52.545668
16	13.406053	52.545655
17	13.353748	52.488755
17	13.353785	52.488728
17	13.353763	52.488766
18	13.509166	52.45691
18	13.509217	52.456877
18	13.509216	52.456854
19	13.414362	52.540727
19	13.414362	52.540685
19	13.414353	52.54071
20	13.42061	52.538642
20	13.420583	52.538701
20	13.420545	52.538673
21	13.530869	52.429564
21	13.530837	52.429586
21	13.530849	52.429525
22	13.412514	52.540956
22	13.412563	52.540904
22	13.412548	52.540936
23	13.292423	52.457233
23	13.292384	52.457243
23	13.292438	52.457193
24	13.44401	52.497795
24	13.444035	52.497747
24	13.444045	52.49781
25	13.217489	52.427174
25	13.217472	52.427206
25	13.217489	52.427139
26	13.360999	52.488106
26	13.361021	52.488109
26	13.360974	52.488041
27	13.32777	52.503133
27	13.32777	52.503152
27	13.327695	52.503159
28	13.348417	52.514685
28	13.348426	52.514726
28	13.348402	52.514687
29	13.343734	52.516993
29	13.343756	52.517019
29	13.343772	52.517013
30	13.346277	52.518912
30	13.346193	52.518925
30	13.346189	52.518887
31	13.46776	52.468419
31	13.467814	52.468343
31	13.467772	52.468385
32	13.466642	52.505497
32	13.466646	52.505446
32	13.466677	52.5055
33	13.340369	52.470166
33	13.34041	52.470149
33	13.340448	52.470192
34	13.422563	52.433637
34	13.422556	52.433664
34	13.422568	52.433696
35	13.387167	52.52598
35	13.387196	52.525963
35	13.387173	52.525964
36	13.526356	52.492081
36	13.526391	52.492108
36	13.526405	52.492068
37	13.443263	52.496958
37	13.44328	52.496993
37	13.443301	52.496967
38	13.362056	52.48849
38	13.362047	52.488539
38	13.361997	52.4885
39	13.367618	52.49102
39	13.367684	52.491016
39	13.367664	52.490974
40	13.457267	52.509721
40	13.457272	52.509715
40	13.457279	52.509668
41	13.357358	52.425654
41	13.357372	52.425589
41	13.35736	52.4256
42	13.557092	52.546651
42	13.557047	52.54664
42	13.557026	52.546633
43	13.461558	52.51215
43	13.461531	52.51216
43	13.461586	52.512207
44	13.356796	52.427962
