0	13.373561	52.507904
0	13.373561	52.507911
1	13.376649	52.510598
1	13.376644	52.510583
2	13.388613	52.519624
2	13.388662	52.519664
3	13.379731	52.516598
3	13.379758	52.516624
4	13.356831	52.547734
4	13.356786	52.547673
5	13.334606	52.550933
5	13.334676	52.550917
6	13.395738	52.538823
6	13.395753	52.538856
7	13.411552	52.520248
7	13.41161	52.520224
8	13.410241	52.520348
8	13.410246	52.520264
9	13.389974	52.511107
9	13.389972	52.511106
10	13.38965	52.511461
10	13.389694	52.511438
11	13.377203	52.508279
11	13.377187	52.50832
12	13.383256	52.530737
12	13.383203	52.530677
13	13.398838	52.523388
13	13.398866	52.523334
14	13.270938	52.509131
14	13.271002	52.509128
15	13.323992	52.475231
15	13.323954	52.475239
16	13.406019	52.545709
16	13.40602	52.545681
17	13.353701	52.488717
17	13.353717	52.488762
18	13.509188	52.456897
18	13.509214	52.456933
19	13.41436	52.540732
19	13.414361	52.540695
20	13.420544	52.538648
20	13.420587	52.538664
21	13.530835	52.429544
21	13.530858	52.429568
22	13.412501	52.540884
22	13.412493	52.540925
23	13.292414	52.457192
23	13.292425	52.457237
24	13.444092	52.497798
24	13.44406	52.497804
25	13.217496	52.427184
25	13.217499	52.427202
26	13.36099	52.488092
26	13.360959	52.488085
27	13.327758	52.503187
27	13.327751	52.503197
28	13.348389	52.514719
28	13.348381	52.514714
29	13.343708	52.51698
29	13.343763	52.516992
30	13.346198	52.51893
30	13.346203	52.518903
31	13.46777	52.468384
31	13.467753	52.468394
32	13.466714	52.505443
32	13.46665	52.505521
33	13.340441	52.470104
33	13.34037	52.470148
34	13.422609	52.433692
34	13.422557	52.433623
35	13.3872	52.526044
35	13.387182	52.526015
36	13.526383	52.492067
36	13.526341	52.492043
37	13.443268	52.497004
37	13.44325	52.497016
38	13.361998	52.488476
38	13.362029	52.488534
39	13.36761	52.491004
39	13.367623	52.491011
40	13.457241	52.509738
40	13.457241	52.509733
41	13.357321	52.425663
41	13.357315	52.425605
42	13.557044	52.546669
42	13.55709	52.546626
43	13.461582	52.512202
43	13.461557	52.512194
44	13.356732	52.427959
44	13.356765	52.427956
45	13.466715	52.505451
45	13.466684	52.505495
46	13.393818	52.489157
46	13.393781	52.489176
47	13.459237	52.512629
47	13.459175	52.512559
48	13.202058	52.537297
48	13.202004	52.53726
49	13.472415	52.515619
49	13.472414	52.515631
50	13.458919	52.511524
50	13.458914	52.511478
51	13.457101	52.515971
51	13.457028	52.516021
52	13.463096	52.516793
52	13.463157	52.516809
53	13.456685	52.510866
53	13.456686	52.510878
54	13.457882	52.512855
54	13.457858	52.51286
55	13.446078	52.524663
55	13.446093	52.524697
56	13.13074	52.444408
56	13.130737	52.444405
57	13.322935	52.497856
57	13.322954	52.497825
58	13.435812	52.532513
58	13.435826	52.532464
59	13.438789	52.54243
59	13.438832	52.542434
60	13.322961	52.497864
60	13.322925	52.49784
61	13.601276	52.482144
61	13.6013	52.482093
62	13.321273	52.507364
62	13.321296	52.507363
63	13.418773	52.491976
63	13.418755	52.491999
64	13.419319	52.49365
64	13.419388	52.493681
65	13.416898	52.54995
65	13.416965	52.549971
66	13.418766	52.492002
66	13.418793	52.492012
67	13.403822	52.551317
67	13.403848	52.55134
68	13.408379	52.551638
68	13.408299	52.551598
69	13.398277	52.515525
69	13.398263	52.515526
70	13.398571	52.51892
70	13.39861	52.518896
71	13.403024	52.537317
71	13.403042	52.537308
72	13.400847	52.537115
72	13.40082	52.537132
73	13.368214	52.544964
73	13.368235	52.545038
74	13.398338	52.535017
74	13.398345	52.53499
75	13.464298	52.52897
75	13.464284	52.529027
76	13.355183	52.486804
76	13.355195	52.486848
77	13.419362	52.493632
77	13.419343	52.493662
